Date,Region,SalesRep,Customer,Category,Product,Revenue,COGS,OperatingExpense,Units,BudgetRevenue
2025-08-27,North,Casey,Customer 17,Services,Training,1566.16,724.81,156.84,2,1502.58
2025-07-15,West,Morgan,Customer 13,Hardware,Dock,16356.02,7632.76,2504.89,7,16139.37
2026-02-06,South,Alex,Customer 31,Hardware,Dock,10501.64,5473.06,2240.99,16,11334.12
2026-11-13,West,Taylor,Customer 13,Hardware,Dock,11393.78,4804.16,1990.59,8,11665.6
2025-06-16,East,Jordan,Customer 17,Services,Consulting,7390.72,4004.51,740.21,21,7275.31
2025-03-17,North,Morgan,Customer 38,Software,CRM,29525.16,12128.38,4537.27,13,30925.29
2025-04-29,West,Taylor,Customer 13,Services,Support,20355.01,9819.13,3093.89,16,20953.53
2025-07-29,South,Casey,Customer 6,Services,Training,9008.38,3605.47,1785.07,13,8686.1
2026-01-16,South,Riley,Customer 26,Software,ERP,14825.25,6905.88,2369.01,7,14315.57
2025-05-26,East,Riley,Customer 27,Services,Training,17966.07,9364.85,3758.39,12,19119.62
2025-04-05,East,Alex,Customer 38,Services,Training,6509.04,2712.71,1292.9,7,6188.1
2026-12-07,West,Jordan,Customer 42,Software,ERP,36241.13,18754.77,6962.29,15,37831.66
2025-05-29,North,Taylor,Customer 6,Services,Training,19727.57,6988.32,3669.26,22,21191.65
2026-11-11,West,Morgan,Customer 29,Services,Training,12712.67,4597.12,2335.47,13,12341.34
2025-11-24,North,Casey,Customer 6,Software,Analytics,3975.51,1844.01,507.15,2,4034.83
2025-04-28,North,Casey,Customer 44,Services,Consulting,23571.24,8706.58,3171.59,12,23763.13
2025-03-31,West,Riley,Customer 21,Software,Analytics,11902.99,5739.44,1580.34,5,12829.18
2025-11-18,North,Jordan,Customer 27,Software,ERP,25215.8,11812.05,2693.19,19,26154.33
2026-03-29,East,Riley,Customer 26,Software,Analytics,10376.21,4832.9,1525.68,13,10161.73
2026-06-30,East,Alex,Customer 30,Services,Consulting,51492.71,22557.79,6618.9,22,54654.18
2026-11-20,North,Alex,Customer 1,Hardware,Dock,18482.1,9753.04,3001.51,19,18447.49
2025-07-22,South,Alex,Customer 33,Software,ERP,3732.1,1368.24,705.67,12,3842.67
2026-05-12,South,Riley,Customer 40,Hardware,Monitor,16428.63,8482.88,1824.2,12,17060.33
2026-05-26,West,Riley,Customer 8,Services,Support,8995.02,4803.97,1472.28,22,9308.1
2025-02-09,North,Casey,Customer 43,Services,Training,13121.16,7095.96,2702.49,10,13731.46
2026-09-06,North,Taylor,Customer 12,Software,CRM,28625.19,11281.42,6126.07,24,29487.62
2025-01-17,West,Riley,Customer 14,Software,CRM,3741.53,1730.67,448.03,4,3644.85
2026-07-07,East,Riley,Customer 35,Services,Training,37194.06,18792.54,6683.41,21,38336.85
2025-09-20,North,Jordan,Customer 42,Hardware,Monitor,15950.39,7295.68,2495.8,11,16846.55
2025-09-22,West,Taylor,Customer 30,Services,Support,8556.71,3197.1,950.16,13,8516.32
2026-09-26,North,Casey,Customer 46,Software,Analytics,5427.67,1975.6,640.18,3,5664.25
2026-10-23,North,Morgan,Customer 27,Software,Analytics,24070.58,10774.94,4395.67,13,24480.88
2026-06-21,North,Alex,Customer 1,Hardware,Monitor,10549.62,4340.06,1656.3,14,11275.61
2025-04-07,East,Morgan,Customer 31,Software,Analytics,10202.39,5529.24,1330.44,10,10841.06
2025-11-22,South,Alex,Customer 41,Hardware,Laptop,5662.94,2871.77,674.04,17,5654.63
2026-05-09,North,Casey,Customer 32,Software,CRM,2079.79,1068.55,237.57,2,2085.72
2025-05-04,West,Riley,Customer 45,Services,Training,9562.24,4012.15,1690.09,12,10274.98
2026-11-13,South,Morgan,Customer 6,Software,CRM,28557.43,10132.07,4447.25,13,27192.52
2026-06-08,South,Casey,Customer 27,Hardware,Laptop,19879.93,8071.45,2353.12,20,20110.41
2026-12-31,South,Taylor,Customer 4,Hardware,Monitor,5332.58,2552.02,616.97,4,5557.25
2026-05-31,North,Riley,Customer 16,Services,Training,36568.2,17027.23,3973.03,17,37988.9
2026-01-21,South,Jordan,Customer 47,Services,Consulting,18446.92,9130.83,3780.74,13,18924.06
2026-09-19,South,Casey,Customer 47,Software,Analytics,3433.66,1836.75,572.51,12,3428.91
2026-02-06,East,Alex,Customer 46,Services,Support,12098.18,5956.1,1822.01,17,12596.5
2026-12-15,South,Jordan,Customer 34,Services,Training,5140.04,2309.16,577.85,14,5021.99
2026-04-06,North,Jordan,Customer 47,Hardware,Laptop,39445.7,15738.54,5490.16,21,39996.14
2026-11-01,East,Riley,Customer 41,Hardware,Dock,4839.25,2509.49,726.62,10,4850.49
2026-12-31,North,Casey,Customer 14,Services,Training,24936.14,10830.57,2808.31,24,25715.55
2026-05-18,West,Jordan,Customer 27,Software,Analytics,17438.84,6984.42,1962.79,9,18387.97
2026-02-26,North,Riley,Customer 23,Services,Support,46949.06,24648.19,8058.09,24,49856.78
2026-01-12,North,Alex,Customer 2,Services,Training,11130.27,5612.63,1852.45,19,11263.41
2025-09-13,East,Alex,Customer 3,Services,Consulting,12281.07,5617.28,1535.08,8,12673.74
2026-12-02,North,Alex,Customer 2,Software,ERP,27176.97,10462.12,5334.66,14,26896.71
2026-05-17,North,Morgan,Customer 39,Hardware,Laptop,26589.48,9343.15,4931.92,13,27320.86
2025-11-26,South,Casey,Customer 45,Hardware,Laptop,8489.63,3253.98,1621.87,8,8894.77
2026-05-26,South,Casey,Customer 28,Software,ERP,11978.72,5639.94,1781.63,9,12773.28
2025-07-25,West,Alex,Customer 5,Software,ERP,19962.2,10455.72,3420.47,11,19557.1
2025-11-14,West,Jordan,Customer 44,Services,Training,14997.03,7609.37,2373.86,14,14799.53
2025-11-29,North,Riley,Customer 39,Services,Training,38098.3,20087.49,5456.47,17,41102.21
2025-08-29,East,Morgan,Customer 10,Services,Training,5162.16,2703.76,807.16,17,5498.45
2025-07-05,North,Morgan,Customer 32,Services,Support,5129.96,2222.83,809.15,6,5283.36
2026-11-16,South,Taylor,Customer 30,Software,ERP,27378.06,12739.18,5691.29,15,27379.11
2025-04-28,South,Jordan,Customer 17,Hardware,Dock,42970.18,17146.53,6784.33,18,42870.3
2025-03-08,South,Taylor,Customer 32,Hardware,Laptop,2386.3,1142.4,440.79,4,2417.46
2025-11-04,North,Taylor,Customer 13,Hardware,Dock,32188.67,14527.3,7020.9,14,31433.04
2026-09-04,South,Casey,Customer 18,Hardware,Dock,3983.24,2035.14,783.68,5,3963.72
2026-02-17,West,Alex,Customer 47,Software,ERP,22325.63,10118.3,2833.36,14,22202.54
2025-03-23,West,Jordan,Customer 25,Software,ERP,50692.31,22164.91,10887.66,22,48761.68
2026-01-05,West,Alex,Customer 40,Services,Support,34570.63,14480.11,6472.06,18,34866.36
2026-06-15,South,Taylor,Customer 48,Software,Analytics,25810,10643.48,3646.67,11,26139.47
2026-11-25,West,Alex,Customer 25,Services,Training,20361.08,10280.85,4102.44,20,21855.79
2025-07-01,South,Casey,Customer 2,Hardware,Dock,4156.43,1470.52,807.31,3,4234.14
2026-10-16,East,Alex,Customer 19,Software,Analytics,14079.19,6700.24,2609.84,10,14770.28
2025-01-09,South,Alex,Customer 5,Services,Training,10378.01,3988.37,1599.43,13,9915.64
2025-03-11,East,Morgan,Customer 13,Software,ERP,24369.56,10456.99,3118.35,12,24764.12
2025-10-06,North,Riley,Customer 36,Hardware,Dock,30795.93,12894.73,5216.21,24,29358.8
2026-07-11,West,Casey,Customer 47,Hardware,Monitor,16702.73,7281.13,1774.38,8,16448.63
2026-06-21,North,Alex,Customer 17,Services,Consulting,13244.13,6893.93,1484.53,9,12920.21
2025-11-07,North,Casey,Customer 23,Software,CRM,14813.53,6199.05,3181.78,9,14120.07
2025-08-03,North,Casey,Customer 3,Services,Support,52162.49,20723.08,8529.13,22,49797.46
2025-08-05,North,Alex,Customer 32,Hardware,Monitor,32367.93,16455.21,5710.38,18,33601.19
2026-04-08,West,Taylor,Customer 19,Services,Training,2253.56,1184.56,408.92,1,2347.86
2026-05-23,North,Jordan,Customer 2,Hardware,Monitor,4418.67,2329.02,957.03,3,4272.02
2025-07-04,West,Jordan,Customer 30,Services,Support,8141.19,2849.69,1417.29,4,8185.64
2025-04-02,North,Riley,Customer 44,Software,Analytics,28442.36,14999.59,3878.5,19,30544.25
2025-08-13,North,Taylor,Customer 36,Services,Consulting,39995.25,20948.55,6176.23,19,42306.71
2026-07-04,East,Morgan,Customer 15,Hardware,Laptop,32083.42,12812.41,3489.08,17,34379.24
2025-11-21,South,Casey,Customer 39,Software,ERP,14451.03,6593.12,2597.55,12,13805.77
2025-09-09,South,Casey,Customer 22,Hardware,Dock,12292.48,4594.11,2249.29,7,11766.19
2026-12-10,South,Alex,Customer 4,Software,Analytics,18670.82,8196.79,3743.74,8,18198.47
2026-10-13,West,Taylor,Customer 32,Software,CRM,3506.09,1918.76,536.75,2,3471.71
2026-01-27,West,Riley,Customer 39,Hardware,Monitor,2186.22,807.26,466.9,4,2343.56
2026-10-22,East,Morgan,Customer 11,Hardware,Laptop,9233.02,3878.85,951.33,17,8801.03
2025-01-25,South,Casey,Customer 31,Software,CRM,3314.3,1559.27,663.59,2,3233.56
2025-09-03,East,Riley,Customer 48,Software,CRM,12605.02,5146.12,2637.84,6,12905.91
2025-12-21,South,Jordan,Customer 32,Services,Consulting,41220.31,19667.74,7523,24,39912.07
2025-07-17,North,Morgan,Customer 13,Hardware,Dock,3757.2,1916.85,604.25,17,3598.32
2026-08-28,West,Morgan,Customer 27,Services,Training,49512.38,20328.82,7728.79,21,51261.85
2025-12-11,North,Morgan,Customer 26,Software,ERP,6886.83,3012.86,1144.06,6,6962.47
2026-10-31,East,Casey,Customer 24,Software,CRM,11266.89,4963.01,1168.87,14,11366.88
2026-12-22,South,Casey,Customer 14,Services,Training,16784.36,8250.72,1780.11,21,16540.99
2026-02-24,West,Casey,Customer 14,Services,Support,6652.98,2677.87,1010.43,5,6745.07
2026-12-14,North,Morgan,Customer 36,Software,Analytics,6750.79,3709.74,1316.18,14,6594.77
2025-08-14,South,Jordan,Customer 22,Services,Training,27505.4,11134.42,4787.34,22,28483.62
2026-01-16,North,Jordan,Customer 38,Software,CRM,11039.33,5787.68,1218.15,22,10877.24
2026-02-20,West,Morgan,Customer 24,Software,ERP,9822.24,5207.83,1650.54,5,9795.45
2025-12-05,East,Casey,Customer 8,Hardware,Dock,10912.82,4862.24,2140.24,19,11695.37
2026-11-20,East,Taylor,Customer 2,Services,Support,5585.71,2317.25,1160.91,3,5828.42
2026-02-17,East,Taylor,Customer 34,Hardware,Laptop,13275.73,6163.2,2901.73,10,12890.11
2025-07-15,North,Alex,Customer 27,Software,Analytics,47238.31,20929.89,4896.52,19,49948.07
2025-08-14,East,Casey,Customer 37,Software,CRM,10283.99,3958.09,2058.35,7,9849.39
2025-02-25,East,Jordan,Customer 27,Hardware,Monitor,62355.5,25310.18,6657.11,25,64962.13
2025-05-07,West,Alex,Customer 4,Hardware,Laptop,10267.83,4078.92,1509.84,20,9804.13
2025-08-19,East,Jordan,Customer 48,Hardware,Monitor,3337.83,1383.81,448.21,11,3246.77
2025-03-18,South,Jordan,Customer 22,Services,Training,17496.54,7865.97,2808.97,14,17751.55
2025-07-28,West,Casey,Customer 5,Software,CRM,9226.45,3451.88,1911.77,4,8968.39
2026-05-30,South,Casey,Customer 29,Services,Support,2318.22,827.3,371.77,8,2337.39
2025-12-19,South,Jordan,Customer 35,Hardware,Dock,3583.41,1616.28,400.45,2,3488.45
2025-03-17,West,Casey,Customer 46,Software,CRM,7606.81,3461.85,1520.97,4,7898.95
2026-04-12,East,Morgan,Customer 50,Hardware,Monitor,16439.75,7575.61,2917.12,21,16772.03
2026-03-31,West,Casey,Customer 15,Hardware,Dock,17985.71,9417.91,2857.08,12,18481.73
2026-06-24,West,Taylor,Customer 36,Software,ERP,12814.99,6599.55,1661.3,12,13133.48
2025-08-13,West,Morgan,Customer 37,Hardware,Monitor,3371.54,1180.52,392.28,4,3493.33
2026-06-04,South,Taylor,Customer 7,Services,Consulting,11891.33,6032,2600.95,19,12393.17
2025-06-08,East,Jordan,Customer 37,Software,CRM,18290.36,7994.95,2398.42,9,18496.48
2026-09-28,North,Taylor,Customer 27,Software,CRM,13831.04,6059.66,2110.82,10,14620.38
2026-05-29,South,Riley,Customer 5,Services,Consulting,1906.53,890.73,203.86,3,1830.94
2026-09-30,South,Casey,Customer 1,Services,Consulting,7097.26,2790.83,1088.01,5,7038.14
2025-10-22,North,Taylor,Customer 47,Services,Consulting,44672.35,17585.84,6061.4,19,45250.67
2026-03-10,South,Morgan,Customer 50,Hardware,Laptop,2257.87,1020.31,485.57,3,2422.51
2026-05-21,South,Riley,Customer 25,Software,ERP,25960.64,9160.27,4872.28,13,27425.22
2025-12-05,West,Casey,Customer 16,Hardware,Laptop,17398.25,8876.06,2475.84,13,17115.86
2025-08-10,East,Alex,Customer 31,Software,ERP,631.75,281.12,122.12,2,630.81
2026-03-28,South,Casey,Customer 46,Services,Consulting,16572.12,7200.46,2930.88,16,16091.11
2026-10-05,South,Alex,Customer 28,Services,Consulting,19899.61,7320.78,3641.77,21,20936.69
2026-08-19,North,Jordan,Customer 23,Hardware,Laptop,1567.42,754.9,213.86,1,1543.87
2025-08-06,South,Casey,Customer 25,Hardware,Monitor,4726.94,2126.02,525.98,7,4628
2025-12-01,South,Taylor,Customer 29,Software,CRM,11406.58,5633.93,1270.82,24,10951.23
2026-08-22,West,Morgan,Customer 32,Hardware,Laptop,16781.26,7261.11,2276.63,12,16336.75
2025-08-09,West,Jordan,Customer 36,Services,Training,16967.22,6702.69,3305.43,8,17743.56
2025-05-23,East,Morgan,Customer 14,Hardware,Monitor,1907.66,905.82,411.61,1,1979.97
2025-10-06,West,Jordan,Customer 35,Software,Analytics,61844.74,31973.08,11580.54,25,64853.48
2026-04-01,North,Jordan,Customer 3,Hardware,Dock,40609.13,20856.25,7066.82,20,43028.87
2025-12-08,East,Casey,Customer 10,Hardware,Laptop,3126.92,1682.72,500.79,5,3131.23
2025-12-27,South,Taylor,Customer 20,Hardware,Dock,7854.47,3112.36,1636,13,8004.31
2025-07-23,South,Riley,Customer 46,Software,CRM,6707.28,3461.16,753.54,14,6873.41
2026-06-21,East,Taylor,Customer 26,Software,Analytics,22561.94,11649.86,4646.53,10,21801.22
2026-12-26,East,Morgan,Customer 7,Services,Support,18356.56,7253,3118.33,25,18714.24
2026-06-26,West,Casey,Customer 9,Software,ERP,47511.37,18202.84,8871.74,20,48384.35
2025-10-17,North,Riley,Customer 40,Hardware,Dock,45404.81,22523.74,9783.16,21,43437.24
2025-01-28,South,Alex,Customer 10,Services,Training,4322.69,2052.95,920.16,15,4154.39
2025-05-06,North,Alex,Customer 28,Services,Training,42980.59,17382.22,8172.76,25,44209.92
2025-01-15,West,Alex,Customer 22,Services,Support,14809.04,5443.16,1774.78,10,14390.74
2025-04-02,West,Alex,Customer 9,Services,Support,30341.44,12463.79,3538.04,17,29500.42
2025-07-09,South,Jordan,Customer 46,Hardware,Laptop,16392.83,7581.75,2325.17,20,15588.64
2026-08-29,South,Riley,Customer 38,Hardware,Laptop,12231.8,4705.77,1826.03,5,13061.94
2025-01-07,East,Jordan,Customer 6,Services,Consulting,17121.41,6160.89,3734.15,23,16982.36
2026-10-18,West,Taylor,Customer 5,Hardware,Monitor,3802.45,2083.5,727.06,5,3634
2026-10-27,South,Casey,Customer 33,Software,Analytics,13012.57,5135.72,2454.74,18,13573.99
2026-05-03,East,Alex,Customer 12,Hardware,Monitor,21717.2,10649.46,2359.07,22,21183.87
2025-12-19,West,Morgan,Customer 15,Software,ERP,8668.56,4410.24,1046.45,4,8693.99
2026-09-01,South,Riley,Customer 47,Software,Analytics,37409.47,19521.35,6565.64,23,38293.15
2025-11-13,West,Morgan,Customer 11,Services,Consulting,13868.73,5314.37,1704.96,9,14691.5
2026-12-15,South,Morgan,Customer 39,Software,Analytics,11157.74,4875.25,1394.4,17,11121.03
2026-07-30,West,Morgan,Customer 34,Services,Consulting,7113.84,3182.11,1221.61,4,7192.19
2025-03-26,South,Casey,Customer 24,Software,ERP,9667.35,4363.42,1498.87,5,9583.86
2025-12-23,East,Morgan,Customer 17,Software,Analytics,46202.93,23068.28,4717,22,47356.32
2026-07-04,East,Riley,Customer 21,Hardware,Monitor,44079.36,20964.24,4890.2,19,45344.98
2025-05-20,West,Casey,Customer 41,Software,CRM,23372.88,9612.71,4924.1,15,23266.04
2026-10-20,East,Taylor,Customer 10,Software,ERP,21716.58,11779.49,2640.71,13,23340.95
2025-06-29,North,Jordan,Customer 43,Hardware,Dock,13342.72,6505.52,1698.43,8,13712.73
2025-06-04,South,Morgan,Customer 47,Hardware,Monitor,13020.09,6656.97,2692.71,19,13334.12
2025-07-16,North,Morgan,Customer 37,Software,CRM,26915.62,14124.96,3796.85,14,25936.12
2026-07-24,West,Taylor,Customer 21,Services,Training,18604.37,7962.82,2627.95,11,19610.4
2026-12-14,North,Jordan,Customer 20,Services,Training,5313.01,1955.87,652.99,4,5633.4
2025-08-06,West,Taylor,Customer 35,Services,Consulting,26268.42,13373.85,3307.29,20,26504.56
2025-08-18,East,Morgan,Customer 31,Services,Support,11930.24,4495.49,1218.24,10,11610.88
2026-10-19,North,Taylor,Customer 32,Services,Consulting,1672.23,804.24,279.91,7,1588.95
2025-06-02,West,Casey,Customer 22,Hardware,Laptop,15911.35,7769.72,3260.55,7,15816.45
2025-09-23,East,Riley,Customer 42,Hardware,Laptop,13192.68,5747.98,1406.54,23,12760.46
2026-07-06,West,Morgan,Customer 45,Hardware,Monitor,6902.47,3116.76,1075.42,4,6862.24
2026-06-07,East,Morgan,Customer 13,Services,Consulting,55283.7,28920,8044.6,25,53364.09
2026-11-05,East,Jordan,Customer 16,Hardware,Dock,13884.19,6905.45,2974.13,9,13391.05
2025-03-27,North,Casey,Customer 23,Services,Consulting,22138.9,11299.94,4425.74,15,21904.73
2025-10-02,West,Morgan,Customer 9,Hardware,Dock,16524.13,6009.29,2097.2,8,17385.6
2025-08-01,South,Taylor,Customer 18,Services,Support,4803.74,2072.52,946.03,12,4731.69
2025-05-28,North,Morgan,Customer 39,Hardware,Monitor,44659.62,21549.93,5974.46,21,43158.71
2026-09-23,North,Jordan,Customer 35,Services,Consulting,14587.07,5141.88,1552.27,23,13868.41
2026-01-17,East,Taylor,Customer 29,Services,Support,30326.47,15240.58,4839.89,16,32733.26
2025-10-19,West,Casey,Customer 2,Hardware,Dock,18062.21,7713.21,2203.85,9,19452.67
2025-05-10,West,Morgan,Customer 20,Software,ERP,5102.54,2275.28,1085.34,7,5381.69
2025-10-10,South,Riley,Customer 50,Software,ERP,19091.8,10249.67,2237.73,21,18543.75
2026-08-13,North,Morgan,Customer 23,Software,ERP,25904.64,11930.19,3921.26,15,24941.38
2026-11-05,West,Alex,Customer 46,Software,CRM,7164.19,3552.65,1272.57,3,7580.75
2025-06-25,North,Riley,Customer 50,Services,Consulting,7624.84,2774.36,1481.44,4,8167.94
2026-07-31,West,Taylor,Customer 9,Services,Consulting,4943.71,2127.84,891.62,3,4792.66
2026-02-06,East,Alex,Customer 43,Services,Consulting,16961.65,8475.1,3706.39,14,17890.7
2026-02-11,West,Morgan,Customer 37,Software,ERP,20799.33,8039.17,2311.26,10,20243.6
2025-03-03,South,Morgan,Customer 18,Hardware,Dock,32486.76,16771.86,5733.75,14,34439.57
2026-11-11,East,Jordan,Customer 18,Software,ERP,36522.08,17180.1,6863.3,16,36349.75
2025-10-24,South,Casey,Customer 37,Services,Support,30098.09,14989.27,3446.89,15,31964.44
2026-11-21,North,Morgan,Customer 39,Hardware,Laptop,29532.8,14926.81,6487.51,15,28764.03
2026-05-05,South,Casey,Customer 26,Hardware,Monitor,24615.97,11215.91,4247.21,13,26205.55
2026-08-10,North,Jordan,Customer 17,Services,Training,50243.36,23319.98,9818.33,24,49191.51
2025-09-17,South,Alex,Customer 22,Software,Analytics,6102.23,2775.86,1301.35,8,6548.27
2025-12-17,South,Taylor,Customer 25,Services,Support,24336.93,12800.52,3048.12,15,23378.45
2025-03-06,North,Morgan,Customer 22,Software,Analytics,9045.69,4726.36,1102.27,24,9111.07
2025-01-10,East,Taylor,Customer 46,Software,Analytics,291.56,118.63,58.21,1,313.59
2025-09-28,South,Jordan,Customer 26,Software,CRM,1322.1,564.4,168.95,1,1271.58
2025-05-17,South,Jordan,Customer 24,Services,Training,7202.02,3142.55,1013.01,5,7710.21
2026-10-01,South,Casey,Customer 35,Software,Analytics,33045.61,12348.61,6755.82,25,31715.58
2026-08-06,West,Riley,Customer 17,Hardware,Monitor,14165.09,7743.57,1678.83,6,13886.56
2026-01-27,North,Casey,Customer 34,Hardware,Dock,13251.56,6996.79,1443.11,6,13096.07
2025-08-03,North,Morgan,Customer 36,Hardware,Laptop,42275.9,18559.81,4428.17,20,42393.75
2026-05-26,East,Riley,Customer 28,Services,Training,17087.43,6855.67,1719.09,20,16549.17
2026-09-03,East,Alex,Customer 48,Services,Training,19397.81,9534.28,2674.76,8,20755.59
2026-08-24,South,Morgan,Customer 42,Hardware,Dock,21295.92,11042.99,3517.11,17,22981.69
2025-07-16,West,Morgan,Customer 8,Software,Analytics,684.59,281.99,92.87,1,715.17
2026-08-30,West,Morgan,Customer 21,Software,CRM,24888.09,12031.04,5096.56,16,25103.85
2025-01-14,East,Morgan,Customer 2,Hardware,Monitor,10277.54,4471.45,2257.96,13,9840.28
2025-11-13,West,Casey,Customer 1,Hardware,Laptop,26020.98,11525.55,4762.59,13,26635.85
2026-04-11,South,Taylor,Customer 14,Hardware,Laptop,19100.41,6719.11,1992.27,21,18406.71
2026-02-28,North,Riley,Customer 26,Services,Support,732.28,256.46,149.03,3,760.69
2026-08-23,South,Jordan,Customer 40,Hardware,Laptop,31415.41,16710.66,4010.25,18,33311.41
2025-10-13,East,Casey,Customer 24,Services,Consulting,11186.63,4405.52,1876.66,18,11113.12
2026-01-25,West,Riley,Customer 40,Services,Training,13943.75,7434.02,1832.16,6,13260.27
2026-08-19,South,Morgan,Customer 42,Software,ERP,17492.95,8831.64,2383.28,15,18057.07
2025-08-17,North,Taylor,Customer 17,Hardware,Laptop,24541.73,11158.14,4384.09,24,23376.51
2025-07-13,South,Alex,Customer 46,Services,Support,6428.75,3152.34,691.77,14,6677.51
2026-03-13,East,Morgan,Customer 15,Hardware,Dock,2182.36,1148.59,343.56,3,2197.35
2026-10-25,South,Morgan,Customer 27,Hardware,Monitor,12236.61,5284.73,2625.22,10,12535.26
2026-05-15,East,Jordan,Customer 19,Software,ERP,20102.96,9341.13,2541.48,9,19895.79
2026-06-28,South,Jordan,Customer 24,Services,Consulting,35507.67,14806.05,3865.88,24,37761.96
2025-06-15,South,Alex,Customer 49,Hardware,Laptop,32541.85,15629.13,3574.66,23,31535.49
2026-06-09,West,Jordan,Customer 40,Services,Training,16700.47,8408.66,2012.68,25,17963.74
2026-08-09,South,Morgan,Customer 27,Services,Support,17919.92,9540.92,2337.37,9,17908.43
2026-07-09,South,Taylor,Customer 39,Services,Support,3407.06,1348.94,708.41,8,3329.18
2025-12-09,East,Casey,Customer 10,Software,ERP,7398.08,2848.5,1531.6,3,7348.97
2026-12-18,West,Alex,Customer 21,Hardware,Monitor,25320.67,12795.32,4341.43,12,24774.84
2025-04-21,West,Alex,Customer 28,Services,Consulting,23630.05,8377.11,3184.95,10,23084.58
2026-06-10,West,Alex,Customer 46,Services,Consulting,5516.53,2688.09,993.21,12,5423.72
2026-08-22,South,Casey,Customer 20,Software,Analytics,26430.64,10528.69,3402.89,17,28321.38
2025-07-07,East,Casey,Customer 25,Hardware,Laptop,20694.88,11346.69,4076.91,12,19844.11
2026-02-27,West,Casey,Customer 3,Services,Support,14475.73,5724.49,2456.16,17,14868.68
2026-04-26,East,Casey,Customer 4,Services,Training,5554.02,2628.99,626.17,15,5505.64
2026-02-12,South,Casey,Customer 47,Hardware,Laptop,11876.65,6016.6,2341.71,6,12017.06
2025-05-15,South,Jordan,Customer 33,Hardware,Monitor,57878.7,23534.21,10671.06,25,57879
2026-10-02,West,Riley,Customer 33,Hardware,Laptop,33837.76,13852.25,4646.85,20,34416.18
2025-07-10,West,Riley,Customer 5,Hardware,Monitor,50637.94,24797.13,10406.28,25,53600.67
2025-10-13,South,Riley,Customer 26,Hardware,Monitor,62472.46,33676.61,10913.58,25,59945.32
2026-11-10,North,Casey,Customer 28,Hardware,Dock,4881.52,2219.67,1062.76,2,5215.26
2025-01-08,North,Jordan,Customer 41,Hardware,Monitor,7435.83,3175.54,1102.96,10,7253.21
2026-11-29,West,Morgan,Customer 16,Software,Analytics,8907.02,3834.56,1097.62,8,8568.91
2026-05-04,East,Riley,Customer 3,Services,Consulting,5122.05,2567.65,791.04,24,5106.12
2026-01-17,West,Riley,Customer 20,Services,Support,7273.8,3356.86,748.43,4,7755.69
2026-04-08,South,Alex,Customer 49,Software,Analytics,28829.39,14626.57,5760.33,13,29161.91
2025-10-10,East,Taylor,Customer 31,Software,Analytics,8818.91,4015.58,1199.15,21,8777.53
2026-05-21,East,Taylor,Customer 19,Hardware,Dock,16109.39,8270.13,2119.06,25,15452.37
2026-07-28,West,Alex,Customer 6,Software,ERP,11772.32,4948.55,1284.46,19,11584.14
2025-03-01,North,Alex,Customer 34,Hardware,Laptop,25422.98,9875.57,3599.26,11,24488.08
2025-05-17,South,Alex,Customer 16,Hardware,Laptop,34569.54,13465.86,6499.86,21,35342.3
2026-11-21,South,Casey,Customer 24,Software,CRM,13071.16,4666.35,1682.25,17,13283.42
2025-09-28,South,Casey,Customer 45,Hardware,Monitor,28168.88,14876.98,3230.89,21,27122.15
2025-09-12,North,Casey,Customer 26,Hardware,Dock,40338.78,19286.06,8061.2,20,39756.42
2026-11-17,South,Riley,Customer 11,Hardware,Dock,17777.56,8565.31,3188.42,11,17571.22
2025-03-08,North,Morgan,Customer 27,Hardware,Monitor,8641.76,3462.53,1239.16,24,8427.85
2025-03-04,South,Alex,Customer 9,Services,Support,4246.97,2066.34,709.2,4,4477.87
2026-05-08,South,Jordan,Customer 25,Hardware,Monitor,5206.9,2271.47,843.8,14,5461.02
2025-01-30,West,Casey,Customer 12,Software,Analytics,15302.98,6545.24,3003.41,18,15917.19
2025-06-25,West,Riley,Customer 45,Services,Support,12216.73,5073,2264.29,5,12081.96
2026-11-12,South,Taylor,Customer 13,Software,ERP,49783.04,26129.23,9248.11,22,49403.88
2025-02-04,South,Morgan,Customer 7,Services,Support,5143.91,2255.17,546,5,5089.81
2025-10-26,North,Riley,Customer 11,Services,Support,43676.67,22437.41,6240.39,21,42602.76
2026-02-28,North,Alex,Customer 18,Hardware,Laptop,1910.18,842.24,209.43,4,1906.56
2026-09-25,South,Taylor,Customer 46,Services,Training,500.83,237.2,68.76,2,506.99
2026-02-09,North,Casey,Customer 15,Services,Support,13794.55,6409.9,2029.53,18,13511.12
2025-01-20,South,Alex,Customer 28,Services,Support,43563.81,19372.57,4794.91,19,42130.14
2025-03-03,South,Riley,Customer 12,Software,Analytics,44818.91,21336.32,5719.28,20,45933.23
2025-01-11,South,Riley,Customer 8,Hardware,Monitor,1641.39,818.46,198.21,8,1688.9
2026-01-05,North,Alex,Customer 14,Hardware,Dock,14420.69,7013.15,2531.37,12,15306.31
2025-08-26,South,Alex,Customer 50,Services,Training,13279.9,6549.03,1659.59,17,14319.17
2026-01-05,West,Casey,Customer 13,Hardware,Laptop,9894.03,5025.72,1964.33,18,9423.13
2026-03-21,West,Jordan,Customer 9,Software,CRM,14431.33,6761.79,2353.4,18,13752.51
2026-04-22,South,Morgan,Customer 29,Services,Consulting,11665.89,5721.43,1970.33,7,11161.08
